"","id_numeric","chinook_hab","chinook_km","chum_hab","chum_km","coho_hab","coho_km","pink_hab","pink_km","sockeye_hab","sockeye_km"
"1",81214,0.0258356928105529,243.802876226,0.0148273443115058,139.920737425,0.0244066401770082,230.317379828,0.0221226290639931,208.763923423,0.0284405990568769,268.384513723
"2",19010102,0.00205721259781829,10.9802983523,0.0266252840261921,142.111497194,0.0605064333829099,322.950914982,0.0509784986739242,272.095905686,0.013367312666435,71.3475512456
"3",19010104,0.0299729608151691,98.9202901168,0.0448403580117491,147.987422758,0.0763190120670104,251.876978776,0.0520726511093978,171.85628696,0.0274543343422227,90.6080228391
"4",19010105,0.0392878890370917,398.495338283,0.051925245266673,526.675489193,0.067820481341297,687.900172725,0.0541734852035936,549.479288434,0.0139439751813027,141.433129727
"5",19010106,0.000109853892186773,0.394386461598,0.0273815364797258,98.302454928,0.0274865171937132,98.6793461924,0.0175025056145444,62.8357459259,0.00449271110814356,16.1292822826
"6",19010107,0.0149146657191266,52.7694794611,0.0264716219762655,93.6590694344,0.0396640692266951,140.3351792,0.0413613281601301,146.34023973,0.00443230631011395,15.6819134402
"7",19010204,0.00442005311325829,24.5071461827,0.0408782522030136,226.650964765,0.0586112252489027,324.972082533,0.0512111432954184,283.942057429,0.000891308149357188,4.94189064032
"8",19010205,0.0351972062318957,89.6089616182,0.0307017792339457,78.1640036672,0.0470245370521508,119.720295641,0.0323269515314942,82.3015480244,0.0513090026318006,130.628164554
"9",19010206,0.00630272785613968,57.7601216207,0.0151945172498952,139.247193335,0.023140873450622,212.070026729,0.0190783630865705,174.839941904,0.0128702815248802,117.947187811
"10",19010207,0.0383740450275423,255.771808104,0.0331440918137977,220.912970866,0.0638714173300158,425.717640268,0.0337162261029347,224.726377076,0.0523155451272001,348.695102628
"11",19010208,0.00994524569303654,27.4655570723,0.0219590916288033,60.6439200199,0.0466666543669907,128.878229704,0.0217201315495114,59.9839894462,0.00799484763937469,22.0791874732
